20	75	0	2.5	0	0	22.5	0	0	0	0	0	0	0	0
20	75	0	10	0	0	15	0	0	0	0	0	0	0	0
20	75	0	0	4	0	21	0	0	0	0	0	0	0	0
20	73.5	0	0	1.5	0	25	0	0	0	0	0	0	0	0
20	75	0	0	0	0	17	0	0	8	0	0	0	0	0
20	74.95	0	0	0	0	16.3	0	0	8.75	0	0	0	0	0
20	74.7	0	0	0	0	19.8	0	0	5.5	0	0	0	0	0
20	75	0	0	0	0	17.5	0	0	7.5	0	0	0	0	0
20	78	0	0	0	0	13.1	0	0	8.9	0	0	0	0	0
20	75	0	0	0	0	20	5	0	0	0	0	0	0	0
20	75	0	0	0	0	15	10	0	0	0	0	0	0	0
20	75	0	0	0	0	10	15	0	0	0	0	0	0	0
20	75	0	0	0	0	12.5	12.5	0	0	0	0	0	0	0
20	75	0	0	0	0	13	12	0	0	0	0	0	0	0
20	75	0	0	0	3	22	0	0	0	0	0	0	0	0
